var1,var2,correlation,abs_correlation,strength,direction,likely_structural,scale_effect,redundant_feature_pair
victims_age_18_29,victim_offender_rel_spouse,0.9764378589111964,0.9764378589111964,strong,positive,False,False,False
fem_poverty_rate,male_poverty_rate,0.9749239083400326,0.9749239083400326,strong,positive,False,False,False
victims_age_50_59,victims_age_70_79,0.9748608455227367,0.9748608455227367,strong,positive,False,False,False
total_incidents,white_victims,0.9722701249174868,0.9722701249174868,strong,positive,True,False,False
victims_age_50_59,victim_offender_rel_spouse,0.9719916194416105,0.9719916194416105,strong,positive,False,False,False
white_victims,victims_age_30_39,0.9719892345991956,0.9719892345991956,strong,positive,False,False,False
victims_age_18_29,victims_age_60_69,0.9718331517770911,0.9718331517770911,strong,positive,False,False,False
victims_age_60_69,dv_total,0.9702420248004421,0.9702420248004421,strong,positive,True,False,False
involving_firearm,firearm_nonmarried,0.968946825271933,0.968946825271933,strong,positive,False,False,False
victims_age_70_79,victims_age_80_plus,0.9686776621786679,0.9686776621786679,strong,positive,False,False,False
white_victims,dv_total,0.9679384829239519,0.9679384829239519,strong,positive,True,False,False
victim_offender_nonmarried_partner,victim_offender_rel_spouse,0.9672109422569417,0.9672109422569417,strong,positive,False,False,False
white_victims,victims_age_18_29,0.9671124889495092,0.9671124889495092,strong,positive,False,False,False
fem_labor_force_part,all_labor_force_part,0.9670810200136833,0.9670810200136833,strong,positive,False,False,False
victims_age_40_49,victims_age_70_79,0.9668852292494537,0.9668852292494537,strong,positive,False,False,False
white_victims,victims_age_50_59,0.9667695968492258,0.9667695968492258,strong,positive,False,False,False
white_victims,victim_offender_nonmarried_partner,0.9635731465812034,0.9635731465812034,strong,positive,False,False,False
victims_age_60_69,victim_offender_nonmarried_partner,0.9614053508963224,0.9614053508963224,strong,positive,False,False,False
total_incidents,victims_age_70_79,0.9612221865491263,0.9612221865491263,strong,positive,True,False,False
victims_age_30_39,victims_age_70_79,0.9606835780011332,0.9606835780011332,strong,positive,False,False,False
victims_age_60_69,victim_offender_rel_spouse,0.9570022565901228,0.9570022565901228,strong,positive,False,False,False
white_victims,victims_age_60_69,0.956220218058285,0.956220218058285,strong,positive,False,False,False
white_victims,sex_assaults,0.9495402439770592,0.9495402439770592,strong,positive,False,False,False
white_victims,victims_age_70_79,0.944088842090716,0.944088842090716,strong,positive,False,False,False
victims_age_70_79,dv_total,0.9438084706546083,0.9438084706546083,strong,positive,True,False,False
victims_age_18_29,victims_age_70_79,0.9428779498715345,0.9428779498715345,strong,positive,False,False,False
victims_age_70_79,victim_offender_nonmarried_partner,0.9406733069613509,0.9406733069613509,strong,positive,False,False,False
victims_age_60_69,victims_age_80_plus,0.9406314546686889,0.9406314546686889,strong,positive,False,False,False
white_pop,diversity_index,-0.9390539822568574,0.9390539822568574,strong,negative,False,False,False
victims_age_70_79,victim_offender_rel_spouse,0.9384914307160004,0.9384914307160004,strong,positive,False,False,False
victims_age_40_49,near_school,0.9373735079745663,0.9373735079745663,strong,positive,False,False,False
victims_age_18_29,sex_assaults,0.9345256688619056,0.9345256688619056,strong,positive,False,False,False
total_incidents,sex_assaults,0.9335889937970947,0.9335889937970947,strong,positive,True,False,False
victims_age_30_39,sex_assaults,0.9330563239020935,0.9330563239020935,strong,positive,False,False,False
victims_age_40_49,sex_assaults,0.9306190424434542,0.9306190424434542,strong,positive,False,False,False
total_incidents,near_school,0.9306016457899032,0.9306016457899032,strong,positive,True,False,False
%_at_least_bach_degree,avg_years_schooling,0.9305279815469405,0.9305279815469405,strong,positive,False,False,False
victims_age_30_39,near_school,0.9297486464043089,0.9297486464043089,strong,positive,False,False,False
victims_age_60_69,near_school,0.9284346386443585,0.9284346386443585,strong,positive,False,False,False
victims_age_50_59,sex_assaults,0.9277650565283306,0.9277650565283306,strong,positive,False,False,False
victims_age_50_59,near_school,0.9273548983124973,0.9273548983124973,strong,positive,False,False,False
sex_assaults,victim_offender_nonmarried_partner,0.9271156707818795,0.9271156707818795,strong,positive,False,False,False
sex_assaults,victim_offender_rel_spouse,0.9265011632063794,0.9265011632063794,strong,positive,False,False,False
victim_offender_rel_spouse,near_school,0.9246868518939042,0.9246868518939042,strong,positive,False,False,False
victims_age_18_29,near_school,0.9228108503796308,0.9228108503796308,strong,positive,False,False,False
sex_assaults,dv_total,0.9219643175795654,0.9219643175795654,strong,positive,True,False,False
white_victims,hispanic_victims,0.9194714708480255,0.9194714708480255,strong,positive,False,False,False
white_victims,near_school,0.9194040860479533,0.9194040860479533,strong,positive,False,False,False
dv_total,near_school,0.9186033167489815,0.9186033167489815,strong,positive,True,False,False
victims_age_50_59,victims_age_80_plus,0.9177591220868018,0.9177591220868018,strong,positive,False,False,False
victims_age_70_79,near_school,0.9151937961759835,0.9151937961759835,strong,positive,False,False,False
hispanic_victims,victim_offender_rel_spouse,0.9150210061986463,0.9150210061986463,strong,positive,False,False,False
victims_age_18_29,involving_firearm,0.9128394122436514,0.9128394122436514,strong,positive,False,False,False
black_victims,victims_age_18_29,0.9089986550500369,0.9089986550500369,strong,positive,False,False,False
victim_offender_nonmarried_partner,near_school,0.9083919722959087,0.9083919722959087,strong,positive,False,False,False
victims_age_60_69,sex_assaults,0.9047071008992806,0.9047071008992806,strong,positive,False,False,False
involving_firearm,victim_offender_nonmarried_partner,0.9045348699797398,0.9045348699797398,strong,positive,False,False,False
involving_firearm,dv_total,0.90421020180607,0.90421020180607,strong,positive,True,False,False
victims_age_40_49,victims_age_80_plus,0.9038424317219895,0.9038424317219895,strong,positive,False,False,False
total_incidents,involving_firearm,0.900971102974738,0.900971102974738,strong,positive,True,False,False
total_incidents,black_victims,0.900811774523637,0.900811774523637,strong,positive,True,False,False
black_victims,victims_age_30_39,0.8984360780591913,0.8984360780591913,strong,positive,False,False,False
total_incidents,victims_age_80_plus,0.8983129237822883,0.8983129237822883,strong,positive,True,False,False
victims_age_30_39,victims_age_80_plus,0.8981823898878187,0.8981823898878187,strong,positive,False,False,False
white_victims,victims_age_80_plus,0.8975968505478932,0.8975968505478932,strong,positive,False,False,False
black_victims,victims_age_50_59,0.8960859514805525,0.8960859514805525,strong,positive,False,False,False
victims_age_40_49,involving_firearm,0.8960010508742416,0.8960010508742416,strong,positive,False,False,False
involving_firearm,victim_offender_rel_spouse,0.8941608383779509,0.8941608383779509,strong,positive,False,False,False
victims_age_30_39,involving_firearm,0.893574572297525,0.893574572297525,strong,positive,False,False,False
victims_age_50_59,involving_firearm,0.8914814027272644,0.8914814027272644,strong,positive,False,False,False
victims_age_70_79,sex_assaults,0.8893032224044909,0.8893032224044909,strong,positive,False,False,False
black_victims,victims_age_40_49,0.887906790440134,0.887906790440134,strong,positive,False,False,False
victims_age_80_plus,victim_offender_nonmarried_partner,0.8855113940307673,0.8855113940307673,strong,positive,False,False,False
black_victims,dv_total,0.8854218083740735,0.8854218083740735,strong,positive,True,False,False
victim_offender_nonmarried_partner,firearm_nonmarried,0.8834505070592531,0.8834505070592531,strong,positive,False,False,False
hispanic_victims,dv_total,0.8792698351236836,0.8792698351236836,strong,positive,True,False,False
black_victims,victim_offender_nonmarried_partner,0.8782738393869887,0.8782738393869887,strong,positive,False,False,False
black_victims,victims_age_60_69,0.8779520508414891,0.8779520508414891,strong,positive,False,False,False
victims_age_18_29,victims_age_80_plus,0.8749473558180076,0.8749473558180076,strong,positive,False,False,False
victims_age_80_plus,dv_total,0.8732417753179303,0.8732417753179303,strong,positive,True,False,False
victims_age_80_plus,victim_offender_rel_spouse,0.8731206952427712,0.8731206952427712,strong,positive,False,False,False
dv_total,firearm_nonmarried,0.8717019850217381,0.8717019850217381,strong,positive,True,False,False
hispanic_victims,victims_age_40_49,0.8716985221091418,0.8716985221091418,strong,positive,False,False,False
black_victims,involving_firearm,0.8707943811869754,0.8707943811869754,strong,positive,False,False,False
victims_age_18_29,firearm_nonmarried,0.8681485842584464,0.8681485842584464,strong,positive,False,False,False
white_victims,involving_firearm,0.8638792319422605,0.8638792319422605,strong,positive,False,False,False
hispanic_victims,victims_age_30_39,0.8632313886556305,0.8632313886556305,strong,positive,False,False,False
victims_age_80_plus,sex_assaults,0.862010935316428,0.862010935316428,strong,positive,False,False,False
total_incidents,hispanic_victims,0.8608689233392478,0.8608689233392478,strong,positive,True,False,False
victims_age_80_plus,near_school,0.8604311630570918,0.8604311630570918,strong,positive,False,False,False
victims_age_60_69,involving_firearm,0.8602371111460098,0.8602371111460098,strong,positive,False,False,False
hispanic_victims,victims_age_18_29,0.856229350802464,0.856229350802464,strong,positive,False,False,False
hispanic_victims,victim_offender_nonmarried_partner,0.8539876464150974,0.8539876464150974,strong,positive,False,False,False
hispanic_victims,near_school,0.853942343340325,0.853942343340325,strong,positive,False,False,False
total_incidents,firearm_nonmarried,0.8529783009202676,0.8529783009202676,strong,positive,True,False,False
victim_offender_rel_spouse,firearm_nonmarried,0.849240185567355,0.849240185567355,strong,positive,False,False,False
victims_age_40_49,firearm_nonmarried,0.8480973902041905,0.8480973902041905,strong,positive,False,False,False
victims_age_30_39,firearm_nonmarried,0.8457313872672843,0.8457313872672843,strong,positive,False,False,False
hispanic_victims,victims_age_50_59,0.8454719204252967,0.8454719204252967,strong,positive,False,False,False
sex_assaults,near_school,0.8401010580669408,0.8401010580669408,strong,positive,False,False,False
victims_age_50_59,firearm_nonmarried,0.8400957573935653,0.8400957573935653,strong,positive,False,False,False
hispanic_victims,sex_assaults,0.8371368848934927,0.8371368848934927,strong,positive,False,False,False
hispanic_victims,victims_age_60_69,0.833337317768029,0.833337317768029,strong,positive,False,False,False
black_victims,victims_age_70_79,0.8333297306052583,0.8333297306052583,strong,positive,False,False,False
black_victims,victim_offender_rel_spouse,0.8322087121023312,0.8322087121023312,strong,positive,False,False,False
black_victims,firearm_nonmarried,0.832156782900554,0.832156782900554,strong,positive,False,False,False
black_victims,near_school,0.8294079190099294,0.8294079190099294,strong,positive,False,False,False
victims_age_70_79,involving_firearm,0.8268233957934227,0.8268233957934227,strong,positive,False,False,False
involving_firearm,near_school,0.8254741604662843,0.8254741604662843,strong,positive,False,False,False
hispanic_victims,victims_age_70_79,0.8225528098454935,0.8225528098454935,strong,positive,False,False,False
asian_pop,other_race_pop,0.8200038835728293,0.8200038835728293,strong,positive,False,False,False
involving_firearm,sex_assaults,0.8193219082790542,0.8193219082790542,strong,positive,False,False,False
%_fem_age_30-39,fem_age_60-69,-0.8187625909370203,0.8187625909370203,strong,negative,False,False,False
white_victims,firearm_nonmarried,0.8173475818163504,0.8173475818163504,strong,positive,False,False,False
asian_victims,victims_age_80_plus,0.8154417138114892,0.8154417138114892,strong,positive,False,False,False
%_fem_age_18-29,fem_age_60-69,-0.8093995899755345,0.8093995899755345,strong,negative,False,False,False
nat_amer_victims,nat_amer_pop,0.8035755128546395,0.8035755128546395,strong,positive,False,True,False
victims_age_60_69,firearm_nonmarried,0.8017785386205066,0.8017785386205066,strong,positive,False,False,False
asian_victims,victims_age_70_79,0.7882568098356748,0.7882568098356748,strong,positive,False,False,False
%_fem_age_18-29,fem_age_70-79,-0.7860255040566715,0.7860255040566715,strong,negative,False,False,False
mhhi,%_at_least_bach_degree,0.7839846668982905,0.7839846668982905,strong,positive,False,False,False
white_victims,black_victims,0.7831593136413871,0.7831593136413871,strong,positive,False,False,False
victims_age_70_79,fem_pop,0.7762768501892816,0.7762768501892816,strong,positive,False,True,False
firearm_nonmarried,near_school,0.7741094076678553,0.7741094076678553,strong,positive,False,False,False
hispanic_victims,victims_age_80_plus,0.7735692026997879,0.7735692026997879,strong,positive,False,False,False
victims_age_80_plus,fem_pop,0.7723417476578508,0.7723417476578508,strong,positive,False,True,False
victims_age_60_69,fem_pop,0.7688839214117482,0.7688839214117482,strong,positive,False,True,False
sex_assaults,firearm_nonmarried,0.7655613060300341,0.7655613060300341,strong,positive,False,False,False
fem_age_70-79,fem_age_80+,0.7641632887611839,0.7641632887611839,strong,positive,False,False,False
fem_labor_force_part,avg_years_schooling,0.7630691286082874,0.7630691286082874,strong,positive,False,False,False
victims_age_70_79,firearm_nonmarried,0.7602140995010426,0.7602140995010426,strong,positive,False,False,False
black_victims,sex_assaults,0.759228715952621,0.759228715952621,strong,positive,False,False,False
victims_age_50_59,fem_pop,0.7567406526562537,0.7567406526562537,strong,positive,False,True,False
asian_victims,hispanic_victims,0.7547367323310524,0.7547367323310524,strong,positive,False,False,False
asian_victims,victims_age_60_69,0.753743524850064,0.753743524850064,strong,positive,False,False,False
victims_age_30_39,fem_pop,0.7448815070891195,0.7448815070891195,strong,positive,False,True,False
victims_age_40_49,fem_pop,0.7434196337499718,0.7434196337499718,strong,positive,False,True,False
black_victims,victims_age_80_plus,0.7415351412061296,0.7415351412061296,strong,positive,False,False,False
white_victims,fem_pop,0.7415255199261377,0.7415255199261377,strong,positive,False,True,False
total_incidents,fem_pop,0.7414459944887454,0.7414459944887454,strong,positive,False,True,False
white_victims,asian_victims,0.7399781115096906,0.7399781115096906,strong,positive,False,False,False
sex_assaults,fem_pop,0.7371271269613441,0.7371271269613441,strong,positive,False,True,False
asian_victims,fem_pop,0.7346917664607197,0.7346917664607197,strong,positive,False,True,False
victims_age_80_plus,involving_firearm,0.7319375963559481,0.7319375963559481,strong,positive,False,False,False
fem_labor_force_part,%_at_least_bach_degree,0.7310887221353963,0.7310887221353963,strong,positive,False,False,False
hispanic_victims,involving_firearm,0.7297709953331393,0.7297709953331393,strong,positive,False,False,False
asian_victims,victims_age_50_59,0.7234033132332648,0.7234033132332648,strong,positive,False,False,False
victims_age_18_29,fem_pop,0.7232997245059158,0.7232997245059158,strong,positive,False,True,False
fem_age_60-69,fem_age_70-79,0.7230339325726113,0.7230339325726113,strong,positive,False,False,False
asian_victims,sex_assaults,0.7197843060801856,0.7197843060801856,strong,positive,False,False,False
asian_victims,victims_age_40_49,0.7172916744945613,0.7172916744945613,strong,positive,False,False,False
asian_victims,victims_age_30_39,0.712551608764942,0.712551608764942,strong,positive,False,False,False
dv_total,fem_pop,0.7104412048679865,0.7104412048679865,strong,positive,False,True,False
asian_victims,victim_offender_rel_spouse,0.7085007480565126,0.7085007480565126,strong,positive,False,False,False
%_fem_age_30-39,fem_age_70-79,-0.7072366270036314,0.7072366270036314,strong,negative,False,False,False
total_incidents,asian_victims,0.7058309834632834,0.7058309834632834,strong,positive,True,False,False
victim_offender_nonmarried_partner,fem_pop,0.7046099343416805,0.7046099343416805,strong,positive,False,True,False
victim_offender_rel_spouse,fem_pop,0.7033092862020257,0.7033092862020257,strong,positive,False,True,False
asian_victims,dv_total,0.7013917032588921,0.7013917032588921,strong,positive,True,False,False
asian_victims,victim_offender_nonmarried_partner,0.6982862157673848,0.6982862157673848,moderate,positive,False,False,False
fem_poverty_rate,all_labor_force_part,-0.6955942996872607,0.6955942996872607,moderate,negative,False,False,False
hispanic_victims,firearm_nonmarried,0.6937035310289081,0.6937035310289081,moderate,positive,False,False,False
mhhi,avg_years_schooling,0.6930198602437807,0.6930198602437807,moderate,positive,False,False,False
%_at_least_bach_degree,gun_deaths_per_100k,-0.6929878755942285,0.6929878755942285,moderate,negative,False,False,False
hispanic_victims,fem_pop,0.6917997315638205,0.6917997315638205,moderate,positive,False,True,False
fem_poverty_rate,mhhi,-0.6917571585790354,0.6917571585790354,moderate,negative,False,False,False
all_labor_force_part,mhhi,0.6914791380883619,0.6914791380883619,moderate,positive,False,False,False
male_poverty_rate,all_labor_force_part,-0.6875799480005574,0.6875799480005574,moderate,negative,False,False,False
near_school,fem_pop,0.6863940768938668,0.6863940768938668,moderate,positive,False,True,False
fem_labor_force_part,mhhi,0.68314942927802,0.68314942927802,moderate,positive,False,False,False
all_labor_force_part,avg_years_schooling,0.6810373065383628,0.6810373065383628,moderate,positive,False,False,False
%_fem_age_18-29,%_fem_age_30-39,0.6794802956500963,0.6794802956500963,moderate,positive,False,False,False
all_labor_force_part,%_at_least_bach_degree,0.6788134991476223,0.6788134991476223,moderate,positive,False,False,False
asian_victims,victims_age_18_29,0.67563869288376,0.67563869288376,moderate,positive,False,False,False
%_fem_age_40-49,fem_age_60-69,-0.6625340094967198,0.6625340094967198,moderate,negative,False,False,False
fem_age_80+,age_coef_variation,0.658064345621349,0.658064345621349,moderate,positive,False,False,False
white_pop,hispanic_pop,-0.6561258893053742,0.6561258893053742,moderate,negative,False,False,False
victims_age_80_plus,firearm_nonmarried,0.6561155278806046,0.6561155278806046,moderate,positive,False,False,False
fem_poverty_rate,%_at_least_high_school,-0.6551274084186905,0.6551274084186905,moderate,negative,False,False,False
male_poverty_rate,%_at_least_high_school,-0.6526021843780928,0.6526021843780928,moderate,negative,False,False,False
male_poverty_rate,mhhi,-0.6501752346414252,0.6501752346414252,moderate,negative,False,False,False
fem_poverty_rate,fem_labor_force_part,-0.6496197990769169,0.6496197990769169,moderate,negative,False,False,False
asian_victims,near_school,0.6417587174185444,0.6417587174185444,moderate,positive,False,False,False
mhhi,gun_deaths_per_100k,-0.6390132341275163,0.6390132341275163,moderate,negative,False,False,False
black_adj_rate,hispanic_adj_rate,0.6369408729098553,0.6369408729098553,moderate,positive,False,False,False
male_poverty_rate,fem_labor_force_part,-0.6366844443908054,0.6366844443908054,moderate,negative,False,False,False
%_at_least_high_school,avg_years_schooling,0.6328530915594298,0.6328530915594298,moderate,positive,False,False,False
%_fem_age_18-29,fem_age_80+,-0.6325956665916622,0.6325956665916622,moderate,negative,False,False,False
black_adj_rate,asian_adj_rate,0.6313067580164091,0.6313067580164091,moderate,positive,False,False,False
male_poverty_rate,gun_deaths_per_100k,0.6283714075332408,0.6283714075332408,moderate,positive,False,False,False
%_fem_age_30-39,fem_age_80+,-0.6276231660870548,0.6276231660870548,moderate,negative,False,False,False
white_pop,asian_pop,-0.6226374339863253,0.6226374339863253,moderate,negative,False,False,False
fem_poverty_rate,gun_deaths_per_100k,0.6207365955144819,0.6207365955144819,moderate,positive,False,False,False
%_fem_age_40-49,fem_age_80+,-0.6185500365985067,0.6185500365985067,moderate,negative,False,False,False
black_victims,hispanic_victims,0.6181217714069613,0.6181217714069613,moderate,positive,False,False,False
asian_victims,other_race_victims,0.6155362547692451,0.6155362547692451,moderate,positive,False,False,False
black_victims,fem_pop,0.6013411221933462,0.6013411221933462,moderate,positive,False,True,False
%_fem_age_18-29,fem_age_50-59,-0.5989007950764709,0.5989007950764709,moderate,negative,False,False,False
hispanic_pop,diversity_index,0.5977566391060467,0.5977566391060467,moderate,positive,False,False,False
hispanic_victims,hispanic_pop,0.5935610398088428,0.5935610398088428,moderate,positive,False,True,False
fem_age_60-69,fem_age_80+,0.5813495003916436,0.5813495003916436,moderate,positive,False,False,False
%_fem_age_30-39,fem_age_50-59,-0.5791525415240424,0.5791525415240424,moderate,negative,False,False,False
fem_labor_force_part,%_at_least_high_school,0.5776854948528186,0.5776854948528186,moderate,positive,False,False,False
fem_age_50-59,asian_adj_rate,-0.5722269710891574,0.5722269710891574,moderate,negative,False,False,False
age_coef_variation,gun_deaths_per_100k,-0.5651552210879448,0.5651552210879448,moderate,negative,False,False,False
hispanic_pop,white_adj_rate,0.5640915464867907,0.5640915464867907,moderate,positive,True,False,False
diversity_index,%_at_least_high_school,-0.5599767181756246,0.5599767181756246,moderate,negative,False,False,False
avg_years_schooling,gun_deaths_per_100k,-0.559461534559337,0.559461534559337,moderate,negative,False,False,False
nat_amer_adj_rate,asian_adj_rate,0.5591811789569474,0.5591811789569474,moderate,positive,False,False,False
white_pop,%_at_least_high_school,0.5575572485465076,0.5575572485465076,moderate,positive,False,True,False
unemployment_rate,%_at_least_high_school,-0.5574274316716138,0.5574274316716138,moderate,negative,False,False,False
fem_pop,%_at_least_high_school,-0.5573473528428292,0.5573473528428292,moderate,negative,False,True,False
involving_firearm,fem_pop,0.5557648195205496,0.5557648195205496,moderate,positive,False,True,False
white_adj_rate,hispanic_adj_rate,0.5520611960471026,0.5520611960471026,moderate,positive,False,False,False
nat_amer_victims,on_tribal_lands,0.547488396813963,0.547488396813963,moderate,positive,False,False,False
hispanic_pop,%_at_least_high_school,-0.5470069379499714,0.5470069379499714,moderate,negative,False,True,False
%_fem_age_30-39,all_labor_force_part,0.5448636675692302,0.5448636675692302,moderate,positive,False,False,False
fem_poverty_rate,avg_years_schooling,-0.5405632830770508,0.5405632830770508,moderate,negative,False,False,False
fem_age_70-79,all_labor_force_part,-0.5372388372446105,0.5372388372446105,moderate,negative,False,False,False
%_fem_age_40-49,fem_age_70-79,-0.5364835138383831,0.5364835138383831,moderate,negative,False,False,False
diversity_index,unemployment_rate,0.5345668514163741,0.5345668514163741,moderate,positive,False,False,False
fem_pop,hispanic_pop,0.532289832146921,0.532289832146921,moderate,positive,False,False,False
victims_age_70_79,%_at_least_high_school,-0.5311281111374792,0.5311281111374792,moderate,negative,False,False,False
victims_age_60_69,%_at_least_high_school,-0.5213819090585917,0.5213819090585917,moderate,negative,False,False,False
white_adj_rate,black_adj_rate,0.5209691698113852,0.5209691698113852,moderate,positive,False,False,False
all_labor_force_part,%_at_least_high_school,0.5195118746624179,0.5195118746624179,moderate,positive,False,False,False
fem_labor_force_part,gun_deaths_per_100k,-0.517888196849313,0.517888196849313,moderate,negative,False,False,False
victims_age_50_59,%_at_least_high_school,-0.5174141601855631,0.5174141601855631,moderate,negative,False,False,False
white_pop,unemployment_rate,-0.516196577927457,0.516196577927457,moderate,negative,True,False,False
asian_pop,diversity_index,0.5116755092999858,0.5116755092999858,moderate,positive,False,False,False
diversity_index,fem_age_60-69,-0.510130216821865,0.510130216821865,moderate,negative,False,False,False
asian_adj_rate,hispanic_adj_rate,0.5080762895906478,0.5080762895906478,moderate,positive,False,False,False
victims_age_40_49,%_at_least_high_school,-0.5075295916758644,0.5075295916758644,moderate,negative,False,False,False
labor_force_ratio,avg_years_schooling,0.5055526538924734,0.5055526538924734,moderate,positive,False,False,False
victim_offender_nonmarried_partner,%_at_least_high_school,-0.5032307227127801,0.5032307227127801,moderate,negative,False,False,False
dv_total,%_at_least_high_school,-0.5023256373832676,0.5023256373832676,moderate,negative,False,False,False
total_incidents,%_at_least_high_school,-0.5003372566591592,0.5003372566591592,moderate,negative,False,False,False
male_poverty_rate,avg_years_schooling,-0.5003121213100181,0.5003121213100181,moderate,negative,False,False,False
%_fem_age_30-39,fem_labor_force_part,0.5002571566091651,0.5002571566091651,moderate,positive,False,False,False
fem_age_50-59,fem_age_60-69,0.49970126497469275,0.49970126497469275,moderate,positive,False,False,False
asian_victims,hispanic_pop,0.4990766708450592,0.4990766708450592,moderate,positive,False,True,False
victims_age_30_39,%_at_least_high_school,-0.498050253138898,0.498050253138898,moderate,negative,False,False,False
all_labor_force_part,gun_deaths_per_100k,-0.49739528284402745,0.49739528284402745,moderate,negative,False,False,False
white_pop,fem_age_60-69,0.49572922293379973,0.49572922293379973,moderate,positive,False,False,False
victim_offender_rel_spouse,%_at_least_high_school,-0.49439300907043315,0.49439300907043315,moderate,negative,False,False,False
%_fem_age_40-49,labor_force_ratio,-0.49431820499669743,0.49431820499669743,moderate,negative,False,False,False
white_victims,%_at_least_high_school,-0.4926620307215528,0.4926620307215528,moderate,negative,False,False,False
%_fem_age_30-39,%_at_least_bach_degree,0.4920179004114123,0.4920179004114123,moderate,positive,False,False,False
fem_poverty_rate,%_at_least_bach_degree,-0.4916343072872637,0.4916343072872637,moderate,negative,False,False,False
fem_age_50-59,nat_amer_adj_rate,-0.48944994204114767,0.48944994204114767,moderate,negative,False,False,False
black_pop,diversity_index,0.4886711013263606,0.4886711013263606,moderate,positive,False,False,False
firearm_nonmarried,fem_pop,0.4878272209493711,0.4878272209493711,moderate,positive,False,True,False
victims_age_18_29,%_at_least_high_school,-0.48729673486361186,0.48729673486361186,moderate,negative,False,False,False
all_labor_force_part,nat_amer_adj_rate,0.4843258081907094,0.4843258081907094,moderate,positive,False,False,False
victims_age_80_plus,%_at_least_high_school,-0.48392057571407876,0.48392057571407876,moderate,negative,False,False,False
asian_pop,mhhi,0.48161474966483014,0.48161474966483014,moderate,positive,False,False,False
asian_pop,gun_deaths_per_100k,-0.48009774780433684,0.48009774780433684,moderate,negative,False,False,False
white_victims,hispanic_pop,0.47827377824427936,0.47827377824427936,moderate,positive,False,True,False
%_fem_age_18-29,all_labor_force_part,0.4750714915832588,0.4750714915832588,moderate,positive,False,False,False
hispanic_victims,%_at_least_high_school,-0.4703017691133361,0.4703017691133361,moderate,negative,False,False,False
black_pop,fem_poverty_rate,0.46301336876624,0.46301336876624,moderate,positive,True,False,False
black_victims,black_pop,0.45844392580891197,0.45844392580891197,moderate,positive,False,True,False
victims_age_80_plus,hispanic_pop,0.4569782492109298,0.4569782492109298,moderate,positive,False,True,False
